,score,f_mother_age,f_mother_education_level,f_number_of_tech_at_home,f_extent_of_books_at_home,f_ESCS,f_frequency_of_books_at_home,f_extent_of_interest_in_interview,f_frequency_of_support_at_home
7029,0.6550878700743763,0.5192307692307693,0.125,0.45,0.25,0.24928858043911892,0.3333333333333333,0.6666666666666666,0.8333333333333334
7030,0.5503665063150052,0.40384615384615385,0.75,0.4,0.5,0.6645021320622787,0.3333333333333333,1.0,0.8333333333333334
7031,0.5916112870599546,0.4423076923076923,0.625,0.3,0.5,0.49966809320952854,0.5555555555555555,0.8333333333333334,0.8333333333333334
7032,0.5188667034079156,0.3076923076923077,0.5,0.3,0.25,0.4765227841169156,0.0,1.0,1.0
7033,0.4126713132813436,0.28846153846153844,0.125,0.45,0.0,0.324258825624989,0.0,1.0,1.0
7034,0.45675571476763427,0.38461538461538464,0.375,0.2,0.75,0.5082210798624551,0.7777777777777777,1.0,1.0
7035,0.2250875179020912,0.15384615384615385,0.125,0.45,0.5,0.21188252839002902,0.4444444444444443,0.75,0.6666666666666666
7036,0.518527042506577,0.5576923076923077,0.125,0.3,0.5,0.45370907173421005,0.6666666666666666,1.0,0.9166666666666666
7037,0.5302448029874095,0.38461538461538464,0.375,0.35,0.0,0.324258825624989,0.3333333333333333,1.0,0.9166666666666666
7038,0.4217584394689983,0.46153846153846156,0.5,0.35,0.25,0.46120311603404207,0.0,1.0,1.0
7039,0.5098832209059354,0.4423076923076923,0.875,0.35,0.5,0.6645021320622787,0.7777777777777777,1.0,0.9166666666666666
7040,0.6254539624324849,0.46153846153846156,0.625,0.3,0.5,0.6222254723259126,0.7777777777777777,1.0,1.0
7041,0.515809755295868,0.34615384615384615,0.5,0.15,0.25,0.5071621375093607,0.4444444444444443,0.75,0.8333333333333334
7042,0.5311655481592511,0.36538461538461536,0.375,0.25,0.5,0.4690287398170835,0.4444444444444443,1.0,1.0
7043,0.4649877419330923,0.4230769230769231,0.625,0.5,0.5,0.6944447172004963,0.6666666666666666,1.0,0.75
7044,0.8463271519889084,0.4423076923076923,0.375,0.35,0.75,0.5643932248774881,0.7777777777777777,1.0,0.3333333333333333
7045,0.23902149239493223,0.3076923076923077,0.5,0.3,1.0,0.8238949116296234,0.6666666666666666,0.9166666666666666,1.0
7046,0.7079449140761408,0.40384615384615385,0.375,0.3,0.5,0.49966809320952854,0.2222222222222222,1.0,1.0
7048,0.6458263568209592,0.4423076923076923,0.75,0.25,0.25,0.5889577899386782,0.3333333333333333,0.9166666666666666,0.75
7049,0.4968429608174351,0.19230769230769232,0.375,0.15,0.25,0.434942978768267,0.7777777777777777,1.0,0.9166666666666666
7050,0.27486120087042165,0.4807692307692308,0.25,0.2,0.25,0.2554860573135688,0.3333333333333333,1.0,0.9166666666666666
7051,0.41088125862667646,0.3269230769230769,0.625,0.25,0.75,0.4921740489096965,0.5555555555555555,1.0,1.0
7052,0.5102648953430466,0.34615384615384615,0.375,0.5,0.25,0.404303625375822,0.3333333333333333,0.6666666666666666,0.25
7053,0.38701262753888416,0.3269230769230769,0.625,0.3,0.25,0.6297194993990467,0.5555555555555555,1.0,1.0
7054,0.7533454822474276,0.4807692307692308,0.25,0.25,0.25,0.3065516577854425,0.3333333333333333,1.0,1.0
7055,0.7113742689335854,0.38461538461538464,0.375,0.25,0.5,0.45370907173421005,1.0,0.5,1.0
7056,0.7534841887000888,0.23076923076923078,0.25,0.4,0.0,0.2520396841105934,0.3333333333333333,1.0,0.8333333333333334
7057,0.6792535306816202,0.4230769230769231,0.25,0.3,0.25,0.3065516577854425,0.111111111111111,0.5833333333333334,0.75
7058,0.39868837448394406,0.4423076923076923,0.25,0.2,0.25,0.33208446663472846,0.5555555555555555,0.6666666666666666,1.0
7061,0.4550836687207991,0.36538461538461536,0.375,0.3,0.25,0.4298364169984098,0.7777777777777777,0.75,0.8333333333333334
7062,0.5036301548445932,0.25,0.5,0.6,0.25,0.5071621375093607,0.6666666666666666,1.0,1.0
7063,0.6093274065415074,0.4423076923076923,0.375,0.4,0.25,0.37877083375323417,0.2222222222222222,0.6666666666666666,0.9166666666666666
7064,0.49083749658640036,0.4230769230769231,0.375,0.4,1.0,0.5984789859263046,0.3333333333333333,0.0,1.0
7065,0.32190817447479997,0.25,0.5,0.1,0.5,0.4952888943095566,0.5555555555555555,0.75,0.8333333333333334
7066,0.38667543802200277,0.23076923076923078,0.375,0.2,0.0,0.3140457193119726,0.2222222222222222,0.6666666666666666,0.8333333333333334
7067,0.4969714728092104,0.28846153846153844,0.25,0.35,0.25,0.3627238028004755,0.2222222222222222,0.75,0.9166666666666666
7068,0.4262718053339891,0.3076923076923077,0.25,0.2,0.25,0.3167647813251569,0.4444444444444443,1.0,0.8333333333333334
7070,0.3289854472526237,0.4423076923076923,0.75,0.25,0.5,0.28848085157769854,0.5555555555555555,0.8333333333333334,0.5833333333333334
7071,0.5975489426799445,0.5576923076923077,0.75,0.5,0.75,0.7400465430926713,0.4444444444444443,1.0,0.8333333333333334
7072,0.3327666654721642,0.5192307692307693,0.25,0.35,1.0,0.526259827185211,0.4444444444444443,0.8333333333333334,0.9166666666666666
7073,0.4732009247920639,0.5576923076923077,0.125,0.3,0.25,0.3576172410306183,0.3333333333333333,0.8333333333333334,0.6666666666666666
7074,0.2039367918711223,0.5961538461538461,0.125,0.25,0.0,0.08243216169392191,0.0,0.6666666666666666,1.0
7075,0.42356471258416606,0.15384615384615385,0.125,0.5,0.0,0.2520396841105934,0.111111111111111,0.6666666666666666,0.8333333333333334
7076,0.47354336600091695,0.3076923076923077,0.375,0.1,0.25,0.37877083375323417,0.0,0.75,0.8333333333333334
7077,0.7249495837570727,0.28846153846153844,0.5,0.4,0.5,0.6944447172004963,0.7777777777777777,1.0,1.0
7078,0.4750173923681177,0.40384615384615385,0.5,0.3,0.25,0.5071621375093607,0.3333333333333333,1.0,1.0
7080,0.5862194984819521,0.3076923076923077,0.375,0.05,0.75,0.5082210798624551,0.4444444444444443,0.4166666666666667,0.4166666666666667
7081,0.406780150581455,0.4230769230769231,0.375,0.6,0.75,0.5184342034021695,0.0,0.5,0.8333333333333334
7082,0.7351517677195176,0.23076923076923078,0.375,0.2,0.25,0.32770525050805843,0.5555555555555555,1.0,1.0
7083,0.7534841887000888,0.4230769230769231,0.125,0.7,1.0,0.5007270355626231,0.5555555555555555,0.4166666666666667,0.5
7084,0.6907436148693318,0.3076923076923077,0.875,0.15,0.25,0.7922126022598327,1.0,1.0,0.9166666666666666
7085,0.8246010567639939,0.4807692307692308,0.375,0.2,0.25,0.434942978768267,0.5555555555555555,0.5,0.75
7086,0.7528351413570125,0.38461538461538464,0.5,0.25,0.0,0.44243700584140105,0.111111111111111,0.8333333333333334,1.0
7087,0.68055193429083,0.28846153846153844,0.375,0.25,0.25,0.5071621375093607,0.3333333333333333,0.3333333333333333,0.8333333333333334
7088,0.40954254055850825,0.25,0.5,0.35,0.5,0.5718872519506222,0.2222222222222222,0.9166666666666666,1.0
7089,0.5583612805725703,0.5384615384615384,0.25,0.2,0.5,0.40502824920072433,0.6666666666666666,1.0,0.9166666666666666
7091,0.7108228412765688,0.36538461538461536,0.75,0.2,0.25,0.37877083375323417,0.5555555555555555,0.3333333333333333,0.8333333333333334
7092,0.6066538319433856,0.4230769230769231,0.625,0.25,1.0,0.6291183220920515,0.6666666666666666,0.75,0.5
7093,0.46560450681669613,0.5576923076923077,0.625,0.45,1.0,0.6531847082736213,0.5555555555555555,0.5833333333333334,0.8333333333333334
7095,0.4786231422911958,0.4423076923076923,0.75,0.3,0.25,0.3769524524185682,0.4444444444444443,0.8333333333333334,0.9166666666666666
7096,0.7183933097151358,0.38461538461538464,0.75,0.3,1.0,0.7013374636064471,0.4444444444444443,0.3333333333333333,0.5
7097,0.37650522759597316,0.3076923076923077,0.25,0.8,0.25,0.4962216683264591,0.6666666666666666,0.8333333333333334,1.0
7098,0.6473147481103178,0.4807692307692308,0.5,0.5,0.75,0.6366124525253737,0.5555555555555555,0.5,0.5
7099,0.36947939050716516,0.40384615384615385,0.375,0.4,0.5,0.5507336592280062,0.3333333333333333,0.4166666666666667,0.6666666666666666
7100,0.47397369581952964,0.3076923076923077,0.375,0.2,0.25,0.404303625375822,0.4444444444444443,1.0,1.0
7101,0.5503665063150052,0.4230769230769231,0.5,0.2,0.25,0.504721820696603,0.5555555555555555,1.0,1.0
7102,0.28070818757313754,0.5961538461538461,0.5,0.3,1.0,0.8238949116296234,0.6666666666666666,0.75,0.6666666666666666
7103,0.28827077847374716,0.36538461538461536,0.375,0.3,0.0,0.3140457193119726,0.2222222222222222,1.0,0.8333333333333334
7104,0.7315965267162838,0.3076923076923077,0.25,0.65,0.75,0.4862079093627621,0.6666666666666666,1.0,1.0
7105,0.5180443502297769,0.36538461538461536,0.25,0.5,0.5,0.37127678945340203,0.6666666666666666,1.0,0.8333333333333334
7106,0.2382969133643822,0.3076923076923077,0.5,0.5,0.25,0.430563762641597,0.4444444444444443,0.5,0.75
7107,0.45279238640590275,0.5384615384615384,0.75,0.35,0.75,0.5082210798624551,0.3333333333333333,1.0,0.9166666666666666
7108,0.5467808363906418,0.5384615384615384,0.375,0.05,0.25,0.32770525050805843,0.6666666666666666,0.3333333333333333,0.6666666666666666
7109,0.4649877419330923,0.40384615384615385,0.875,0.15,1.0,0.7516757701152277,0.6666666666666666,0.5,1.0
7110,0.3832235317813863,0.28846153846153844,0.375,0.3,0.5,0.423069735568463,0.111111111111111,1.0,0.8333333333333334
7112,0.38214152877371144,0.34615384615384615,0.5,0.2,0.25,0.5071621375093607,0.5555555555555555,0.75,0.75
7113,0.6846768294114521,0.36538461538461536,0.5,0.15,0.0,0.44243700584140105,0.6666666666666666,1.0,0.8333333333333334
7114,0.45964275519824827,0.38461538461538464,0.375,0.3,0.25,0.37877083375323417,0.7777777777777777,1.0,0.8333333333333334
7115,0.7560723460729083,0.5576923076923077,0.5,0.4,1.0,0.8238949116296234,0.5555555555555555,0.5,0.4166666666666667
7116,0.42019575218439487,0.38461538461538464,0.375,0.4,0.75,0.5082210798624551,0.5555555555555555,1.0,0.8333333333333334
7117,0.4372347123246707,0.3269230769230769,0.75,0.25,0.5,0.6229528351957978,0.4444444444444443,0.6666666666666666,0.8333333333333334
7118,0.4156456244756031,0.25,0.25,0.3,0.25,0.3627238028004755,0.3333333333333333,1.0,0.5
7119,0.4713724092167813,0.2692307692307692,0.25,0.4,0.25,0.2554860573135688,0.0,0.6666666666666666,0.3333333333333333
7121,0.7330246780094976,0.2692307692307692,0.625,0.3,0.75,0.6366124525253737,0.6666666666666666,0.4166666666666667,0.25
7122,0.3723139140180634,0.46153846153846156,0.25,0.25,0.25,0.33208446663472846,0.2222222222222222,0.6666666666666666,0.75
7123,0.5152079731805358,0.5961538461538461,0.5,0.45,1.0,0.8238949116296234,0.3333333333333333,0.5833333333333334,0.8333333333333334
7124,0.6027183066567976,0.3269230769230769,0.75,0.2,0.25,0.48528118191685954,0.4444444444444443,1.0,1.0
7125,0.4352424675290974,0.5576923076923077,0.5,0.2,0.25,0.5071621375093607,0.2222222222222222,0.75,0.9166666666666666
7126,0.21272055561665368,0.5384615384615384,0.375,0.25,0.25,0.37877083375323417,0.4444444444444443,1.0,1.0
7127,0.4254185598501352,0.4807692307692308,0.5,0.15,0.25,0.5071621375093607,0.3333333333333333,0.6666666666666666,0.75
7128,0.5338127098359866,0.40384615384615385,0.375,0.8,1.0,0.5729461943037167,0.5555555555555555,0.8333333333333334,1.0
7129,0.6982207885446388,0.4230769230769231,0.875,0.35,1.0,0.7516757701152277,0.6666666666666666,0.6666666666666666,0.8333333333333334
7130,0.4227082234082122,0.09615384615384616,0.375,0.4,0.5,0.4434959654211936,1.0,1.0,0.9166666666666666
7131,0.34446079333912466,0.5192307692307693,0.375,0.45,0.5,0.5157151241622873,0.4444444444444443,1.0,1.0
7132,0.7992562368476007,0.5769230769230769,0.5,0.1,0.25,0.5071621375093607,0.5555555555555555,0.9166666666666666,0.8333333333333334
7133,0.6784668581165826,0.2692307692307692,0.375,0.15,0.0,0.41179766967565407,0.5555555555555555,1.0,0.75
7134,0.3419665485756794,0.23076923076923078,0.375,0.35,0.25,0.45098999249432775,0.4444444444444443,0.75,1.0
7135,0.5358750801655334,0.5,0.375,0.4,0.25,0.5421806898017777,0.4444444444444443,0.6666666666666666,0.75
7136,0.30153346316339685,0.5192307692307693,0.5,0.25,0.75,0.5906533621432631,0.3333333333333333,0.75,1.0
7137,0.3359342080386723,0.28846153846153844,0.5,0.2,1.0,0.7013374636064471,0.5555555555555555,0.5,0.6666666666666666
7138,0.6656182847850451,0.34615384615384615,0.5,0.5,0.5,0.6944447172004963,0.5555555555555555,1.0,1.0
7139,0.28155679921113413,0.40384615384615385,0.5,0.15,0.0,0.44243700584140105,0.0,1.0,0.5833333333333334
7140,0.5800328508778975,0.5961538461538461,0.375,0.15,0.25,0.434942978768267,0.5555555555555555,0.9166666666666666,0.9166666666666666
7141,0.7274405848284179,0.34615384615384615,0.25,0.2,0.25,0.37877083375323417,0.5555555555555555,0.75,1.0
7142,0.5698167653778808,0.36538461538461536,0.375,0.45,0.25,0.5071621375093607,0.2222222222222222,0.6666666666666666,0.75
7143,0.5525556895595127,0.4423076923076923,0.375,0.35,0.25,0.32770525050805843,0.2222222222222222,0.6666666666666666,0.6666666666666666
7144,0.6112536962643788,0.5192307692307693,0.75,0.3,0.25,0.5686570221275214,0.5555555555555555,1.0,1.0
7145,0.7887332362903037,0.4423076923076923,0.375,0.6,0.5,0.4434959654211936,0.2222222222222222,1.0,0.75
7146,0.5164617374079873,0.5,0.375,0.1,0.25,0.5575003578846511,0.3333333333333333,0.8333333333333334,0.75
7147,0.6430055803861044,0.4807692307692308,0.625,0.1,0.5,0.6229528351957978,0.4444444444444443,0.5,0.9166666666666666
7148,0.3822025410774989,0.38461538461538464,0.375,0.35,0.5,0.4434959654211936,0.3333333333333333,0.75,0.75
7149,0.6465118570847797,0.38461538461538464,0.375,0.2,0.25,0.434942978768267,0.3333333333333333,1.0,0.5
7150,0.6927111458203328,0.5576923076923077,0.375,0.05,0.5,0.4690287398170835,0.3333333333333333,1.0,0.9166666666666666
7151,0.47735733006451553,0.4230769230769231,0.125,0.05,0.0,0.13349777939249363,0.7777777777777777,1.0,1.0
7152,0.5850307625580312,0.4230769230769231,0.125,0.2,0.0,0.08243216169392191,0.4444444444444443,0.6666666666666666,0.75
7153,0.3218783633997847,0.46153846153846156,0.75,0.2,1.0,0.6794566286008322,0.7777777777777777,0.9166666666666666,0.9166666666666666
7155,0.6937574682149067,0.5576923076923077,0.5,0.2,0.0,0.5649943849577852,0.3333333333333333,1.0,1.0
7156,0.19218489539247438,0.21153846153846154,0.75,0.15,0.25,0.42655163022272574,0.4444444444444443,0.6666666666666666,0.9166666666666666
7157,0.33662156184083547,0.4230769230769231,0.5,0.2,0.5,0.5718872519506222,0.111111111111111,1.0,1.0
7158,0.46956011210199905,0.2692307692307692,0.25,0.1,0.0,0.19076104623249535,0.4444444444444443,1.0,0.9166666666666666
7159,0.5073829521428758,0.3269230769230769,0.5,0.3,0.25,0.5071621375093607,0.5555555555555555,1.0,1.0
7160,0.6410643078949613,0.5192307692307693,0.375,0.3,0.25,0.35834462112720145,0.3333333333333333,0.75,0.5833333333333334
7161,0.6481781880550574,0.28846153846153844,0.375,0.3,0.25,0.4298364169984098,0.3333333333333333,0.5833333333333334,0.9166666666666666
7162,0.4848338858937082,0.38461538461538464,0.75,0.2,0.5,0.5020959895730243,0.5555555555555555,0.5,1.0
7163,0.7266387750335799,0.4423076923076923,0.75,0.4,1.0,0.8155909541230638,0.4444444444444443,1.0,0.8333333333333334
7164,0.32561525116062395,0.38461538461538464,0.5,0.25,0.5,0.5667806901807649,0.5555555555555555,0.8333333333333334,0.9166666666666666
7165,0.33278180270196467,0.19230769230769232,0.375,0.2,0.25,0.32770525050805843,0.2222222222222222,1.0,1.0
7166,0.41228577730601795,0.3269230769230769,0.625,0.15,0.0,0.3702178471003075,0.2222222222222222,0.9166666666666666,0.6666666666666666
7167,0.3447031434774604,0.2692307692307692,0.25,0.15,0.25,0.3167647813251569,0.7777777777777777,0.3333333333333333,1.0
7168,0.5730890328607634,0.2692307692307692,0.375,0.25,0.75,0.533753871485043,0.4444444444444443,0.6666666666666666,0.8333333333333334
7169,0.3917478001589101,0.34615384615384615,0.25,0.1,0.25,0.37877083375323417,0.2222222222222222,1.0,0.9166666666666666
7170,0.1714141447218025,0.34615384615384615,0.375,0.25,0.25,0.35834462112720145,0.2222222222222222,1.0,1.0
7171,0.13614795190191573,0.46153846153846156,0.5,0.3,0.5,0.6229528351957978,0.7777777777777777,1.0,1.0
7172,0.5403025654206358,0.5,0.5,0.4,0.25,0.5071621375093607,0.4444444444444443,0.75,0.75
7173,0.47939174285739,0.4423076923076923,1.0,0.4,1.0,0.9863879800370133,0.3333333333333333,1.0,0.9166666666666666
7174,0.5214959475473363,0.36538461538461536,0.75,0.25,0.5,0.5718872519506222,0.2222222222222222,0.9166666666666666,0.9166666666666666
7175,0.3470373660973009,0.3269230769230769,0.375,0.45,0.5,0.6222254723259126,0.8888888888888888,1.0,1.0
7176,0.34033481698780255,0.40384615384615385,0.25,0.2,0.25,0.4962216683264591,0.111111111111111,1.0,1.0
7177,0.5169246586091295,0.38461538461538464,0.125,0.4,0.0,0.15903067437526952,0.7777777777777777,0.0,0.75
7178,0.4513209858846876,0.2692307692307692,0.5,0.2,0.25,0.4765227841169156,0.7777777777777777,1.0,1.0
7179,0.4815013784146811,0.4807692307692308,0.25,0.3,0.25,0.33208446663472846,0.3333333333333333,1.0,1.0
7180,0.6771852908139875,0.36538461538461536,0.375,0.5,0.0,0.4927752262166916,0.2222222222222222,1.0,0.9166666666666666
7181,0.3142719054250596,0.46153846153846156,0.25,0.2,0.0,0.324258825624989,0.6666666666666666,0.0833333333333333,1.0
7182,0.5906162458928679,0.34615384615384615,0.75,0.25,0.75,0.4921740489096965,0.3333333333333333,0.6666666666666666,0.8333333333333334
7183,0.49119831871715375,0.34615384615384615,0.25,0.5,0.25,0.5071621375093607,0.5555555555555555,1.0,1.0
7184,0.6620425003985108,0.34615384615384615,0.375,0.15,0.25,0.5421806898017777,0.4444444444444443,0.8333333333333334,0.6666666666666666
7185,0.5181160203790361,0.5,0.625,0.25,0.25,0.5889577899386782,0.5555555555555555,0.4166666666666667,1.0
7186,0.36507352986606334,0.4423076923076923,0.25,0.15,0.5,0.42744893446843496,0.5555555555555555,1.0,1.0
7187,0.667492675434315,0.38461538461538464,0.375,0.6,0.5,0.6222254723259126,0.2222222222222222,0.4166666666666667,0.8333333333333334
7188,0.40950469748400714,0.38461538461538464,0.375,0.25,0.0,0.324258825624989,0.3333333333333333,0.75,0.4166666666666667
7189,0.6224964875448401,0.5384615384615384,0.375,0.3,0.0,0.29361948945924193,0.3333333333333333,0.8333333333333334,0.6666666666666666
7190,0.44584764161959706,0.2692307692307692,0.125,0.35,0.5,0.21188252839002902,0.5555555555555555,0.9166666666666666,1.0
7191,0.5213433395571032,0.5961538461538461,0.25,0.05,0.25,0.3167647813251569,0.2222222222222222,1.0,0.8333333333333334
7192,0.4389364149849926,0.40384615384615385,0.375,0.25,0.25,0.37877083375323417,0.0,0.8333333333333334,1.0
7193,0.6433636222093436,0.40384615384615385,0.375,0.2,0.0,0.33957851093456043,0.3333333333333333,1.0,1.0
7194,0.6412929109572537,0.40384615384615385,0.25,0.25,0.5,0.32021122343492436,0.5555555555555555,1.0,1.0
7195,0.3276044067256257,0.4807692307692308,0.5,0.2,0.25,0.5071621375093607,0.0,1.0,1.0
7196,0.4871384519000622,0.3269230769230769,0.375,0.2,0.0,0.324258825624989,0.4444444444444443,1.0,0.75
7197,0.623926028991811,0.4807692307692308,0.75,0.3,1.0,0.8155909541230638,0.8888888888888888,0.5833333333333334,0.6666666666666666
7198,0.5385296559956404,0.5,0.75,0.1,1.0,0.8155909541230638,0.4444444444444443,0.5833333333333334,0.8333333333333334
7199,0.5625159867682076,0.5192307692307693,0.375,0.4,0.0,0.33957851093456043,0.4444444444444443,0.8333333333333334,0.9166666666666666
7201,0.7534841887000888,0.5192307692307693,1.0,0.6,1.0,0.9863879800370133,0.4444444444444443,0.6666666666666666,0.5
7202,0.6909376185492232,0.4423076923076923,0.5,0.4,0.5,0.6944447172004963,0.8888888888888888,1.0,1.0
7204,0.6247252129406632,0.5576923076923077,0.75,0.2,1.0,0.8155909541230638,0.5555555555555555,0.3333333333333333,1.0
7205,0.1698245811312268,0.09615384615384616,0.25,0.25,0.0,0.241826491664087,0.2222222222222222,1.0,1.0
7206,0.46484393824998793,0.46153846153846156,0.5,0.25,0.5,0.5259282477020016,0.5555555555555555,1.0,1.0
7207,0.4043441378142829,0.36538461538461536,0.625,0.15,0.25,0.42655163022272574,0.4444444444444443,0.75,0.8333333333333334
7208,0.4761642692177944,0.4807692307692308,0.375,0.2,0.25,0.32770525050805843,0.4444444444444443,1.0,0.9166666666666666
7209,0.5528686286164078,0.4230769230769231,0.625,0.15,0.0,0.3510072536457292,0.6666666666666666,0.9166666666666666,1.0
7210,0.41010462606099624,0.5192307692307693,0.25,0.15,0.5,0.3814899129931164,0.5555555555555555,0.75,1.0
7211,0.3884976206746139,0.21153846153846154,0.5,0.1,0.25,0.45098999249432775,0.5555555555555555,0.0,0.9166666666666666
7212,0.4320664295785177,0.40384615384615385,0.75,0.45,0.25,0.5686570221275214,0.111111111111111,0.1666666666666666,0.9166666666666666
7214,0.6473147481103178,0.40384615384615385,0.5,0.2,0.5,0.5718872519506222,0.2222222222222222,1.0,0.75
7215,0.6906632948744722,0.40384615384615385,0.375,0.35,0.75,0.5643932248774881,0.3333333333333333,0.75,0.8333333333333334
7216,0.34574127941101973,0.5192307692307693,0.25,0.15,0.0,0.26735938664686293,0.5555555555555555,1.0,1.0
7217,0.5386728418326304,0.21153846153846154,0.25,0.4,0.0,0.26735938664686293,0.4444444444444443,0.9166666666666666,0.9166666666666666
7218,0.35099374369024655,0.5961538461538461,0.375,0.4,0.25,0.3889839572929485,0.2222222222222222,1.0,0.9166666666666666
7220,0.34574097048796254,0.3076923076923077,0.375,0.2,0.0,0.3702178471003075,0.3333333333333333,0.75,0.9166666666666666
7221,0.29523776572016763,0.4423076923076923,0.125,0.3,0.25,0.5071621375093607,0.0,0.75,0.9166666666666666
7222,0.2596438055366426,0.46153846153846156,0.375,0.4,0.25,0.3889839572929485,0.0,0.75,0.9166666666666666
7223,0.1756874773713861,0.34615384615384615,0.75,0.35,0.5,0.49966809320952854,0.2222222222222222,0.9166666666666666,1.0
7224,0.34531311205380705,0.38461538461538464,0.5,0.2,0.25,0.46120311603404207,0.3333333333333333,1.0,0.8333333333333334
7225,0.23432215484953592,0.3076923076923077,0.5,0.55,0.0,0.44243700584140105,0.4444444444444443,1.0,0.8333333333333334
7226,0.7659246746731284,0.36538461538461536,0.75,0.25,1.0,0.8155909541230638,0.3333333333333333,0.9166666666666666,0.9166666666666666
7227,0.4807071372347432,0.5576923076923077,0.25,0.2,0.25,0.33208446663472846,0.4444444444444443,0.9166666666666666,0.5833333333333334
7228,0.23234427497612029,0.46153846153846156,0.375,0.35,0.5,0.6222254723259126,0.0,0.6666666666666666,0.75
7229,0.492622299549096,0.4230769230769231,0.375,0.3,1.0,0.6801839397906233,0.6666666666666666,0.8333333333333334,0.9166666666666666
7230,0.37893398067130213,0.46153846153846156,0.375,0.2,0.25,0.37877083375323417,0.2222222222222222,0.9166666666666666,0.75
7231,0.36883744839440336,0.4807692307692308,0.25,0.35,0.75,0.4862079093627621,0.3333333333333333,1.0,0.9166666666666666
7233,0.5465360148678489,0.5192307692307693,0.5,0.25,0.75,0.5804402558302467,0.6666666666666666,0.0,0.8333333333333334
7234,0.5691853266490622,0.46153846153846156,0.625,0.25,0.25,0.6297194993990467,0.111111111111111,0.75,0.8333333333333334
7235,0.2623203149038075,0.3076923076923077,0.25,0.15,0.0,0.18054785378598895,0.5555555555555555,1.0,1.0
7236,0.5535329676508131,0.4807692307692308,0.375,0.4,1.0,0.6291183220920515,0.3333333333333333,0.9166666666666666,1.0
7237,0.4389364149849926,0.4230769230769231,0.375,0.1,0.25,0.37877083375323417,0.5555555555555555,1.0,1.0
7238,0.283333879097401,0.4423076923076923,0.625,0.25,0.25,0.5575003578846511,0.5555555555555555,0.75,0.8333333333333334
7239,0.6263852109882695,0.4423076923076923,0.375,0.2,0.5,0.5507336592280062,0.5555555555555555,0.4166666666666667,0.6666666666666666
7240,0.35254175712963526,0.2692307692307692,0.625,0.2,0.75,0.6366124525253737,0.3333333333333333,0.8333333333333334,0.9166666666666666
7241,0.5530127412225693,0.28846153846153844,0.375,0.1,0.0,0.29361948945924193,0.0,1.0,1.0
7242,0.5375253471368393,0.38461538461538464,0.75,0.35,0.5,0.6222254723259126,0.3333333333333333,1.0,1.0
7243,0.3606248833815459,0.5192307692307693,0.5,0.15,0.25,0.5071621375093607,0.6666666666666666,1.0,0.9166666666666666
7244,0.5724935836681029,0.40384615384615385,0.5,0.2,0.75,0.6059730302261367,0.4444444444444443,1.0,0.75
7245,0.4245742731349388,0.5,0.75,0.25,0.5,0.6645021320622787,0.3333333333333333,0.1666666666666666,0.9166666666666666
7246,0.7365590667063736,0.4807692307692308,0.375,0.45,0.5,0.4690287398170835,0.2222222222222222,0.6666666666666666,0.8333333333333334
7247,0.5421565671481335,0.23076923076923078,0.25,0.2,0.25,0.3167647813251569,0.6666666666666666,0.75,0.8333333333333334
7248,0.588586312484322,0.4230769230769231,0.75,0.35,0.25,0.4298364169984098,0.2222222222222222,0.4166666666666667,1.0
7250,0.4152571537312345,0.6346153846153846,0.75,0.35,0.75,0.7400465430926713,0.3333333333333333,0.9166666666666666,0.75
7251,0.2697845138107142,0.46153846153846156,0.25,0.15,0.25,0.3065516577854425,0.5555555555555555,0.8333333333333334,0.9166666666666666
7252,0.6275348681454608,0.4230769230769231,0.375,0.2,0.75,0.5082210798624551,0.111111111111111,0.6666666666666666,0.5833333333333334
7253,0.49385845516228966,0.38461538461538464,0.5,0.15,0.5,0.5157151241622873,0.2222222222222222,1.0,0.8333333333333334
7254,0.6904278955049223,0.34615384615384615,0.375,0.5,1.0,0.6291183220920515,0.111111111111111,0.5,0.6666666666666666
7255,0.7037685832665029,0.4807692307692308,0.875,0.25,0.75,0.6869505867671741,0.7777777777777777,0.4166666666666667,0.75
7256,0.6233407742600365,0.6153846153846154,0.375,0.15,1.0,0.6291183220920515,0.3333333333333333,0.6666666666666666,1.0
7257,0.7304675674039218,0.36538461538461536,0.75,0.4,0.25,0.434942978768267,0.8888888888888888,0.8333333333333334,0.9166666666666666
7258,0.45946558782497166,0.4423076923076923,0.375,0.05,0.25,0.37877083375323417,0.5555555555555555,1.0,0.9166666666666666
7260,0.5682857427066355,0.5576923076923077,0.5,0.1,0.5,0.5718872519506222,0.3333333333333333,1.0,0.8333333333333334
7261,0.3960438386531944,0.19230769230769232,0.25,0.25,0.0,0.241826491664087,0.2222222222222222,1.0,0.9166666666666666
7262,0.44463465523568974,0.38461538461538464,0.75,0.45,0.75,0.7400465430926713,0.3333333333333333,0.8333333333333334,1.0
7263,0.2886391692194009,0.5769230769230769,0.5,0.15,0.25,0.504721820696603,0.6666666666666666,1.0,1.0
7264,0.4738226324445823,0.23076923076923078,0.5,0.35,0.25,0.6297194993990467,0.5555555555555555,0.8333333333333334,1.0
7265,0.4998724147773963,0.2692307692307692,0.375,0.35,0.0,0.3140457193119726,0.5555555555555555,1.0,0.9166666666666666
7266,0.366776004834028,0.3076923076923077,0.375,0.1,0.0,0.33310554470560694,0.2222222222222222,1.0,1.0
7267,0.3447748136267197,0.4807692307692308,0.75,0.45,1.0,0.9863879800370133,1.0,1.0,1.0
